Concessionaria;Praca_de_pedagio;Ano_PNV_SNV;UF;Rodovia;Km_m;Tipo_de_Pista;Sentido;Municipio;Direcao;Latitude;Longitude;Data_da_Ativacao;Mes_ano;Receita_Praca_de_Pedagio
ECO101 CONCESSIONARIA DE RODOVIAS S/A;P1 - Pedro Canário;2015;Espírito Santo;BR-101/ES;0,800;Principal;CrescenteDecrescente;Pedro Canário;Sul/Norte;-18,184740;-39,922082;18/05/2014;05/2020;799411,1253890421
ECO101 CONCESSIONARIA DE RODOVIAS S/A;P2 - São Mateus;2015;Espírito Santo;BR-101/ES;85,800;Principal;CrescenteDecrescente;São Mateus;Sul/Norte;-18,863973;-39,938669;18/05/2014;05/2020;1232979,303051437
ECO101 CONCESSIONARIA DE RODOVIAS S/A;P3 - Aracruz;2015;Espírito Santo;BR-101/ES;171,700;Principal;CrescenteDecrescente;Aracruz;Sul/Norte;-19,563047;-40,177583;18/05/2014;05/2020;1651555,3179912716
ECO101 CONCESSIONARIA DE RODOVIAS S/A;P4 - Serra;2015;Espírito Santo;BR-101/ES;242,000;Principal;CrescenteDecrescente;Serra;Sul/Norte;-20,032325;-40,396639;18/05/2014;05/2020;2605970,901420532
ECO101 CONCESSIONARIA DE RODOVIAS S/A;P5 - Guarapari;2015;Espírito Santo;BR-101/ES;320,800;Principal;CrescenteDecrescente;Guarapari;Sul/Norte;-20,519115;-40,478567;18/05/2014;05/2020;2321847,11922624
ECO101 CONCESSIONARIA DE RODOVIAS S/A;P6 - Itapemirim;2015;Espírito Santo;BR-101/ES;398,900;Principal;CrescenteDecrescente;Itapemirim;Sul/Norte;-20,878550;-40,966050;18/05/2014;05/2020;2234309,4774190183
ECO101 CONCESSIONARIA DE RODOVIAS S/A;P7 - Mimoso do Sul;2015;Espírito Santo;BR-101/ES;452,000;Principal;CrescenteDecrescente;Mimoso do Sul;Sul/Norte;-21,158566;-41,280833;18/05/2014;05/2020;1673658,0255024584
ECO050;IPAMERI;2017;Goiás;BR-050/GO;143,985;Principal;CrescenteDecrescente;Ipameri;Sul/Norte;-17,121987;-47,721537;17/05/2015;05/2020;1725556,6831212977
ECO050;CAMPO ALEGRE;2017;Goiás;BR-050/GO;226,000;Principal;CrescenteDecrescente;Campo Alegre de Goiás;Sul/Norte;-17,771615;-47,749429;16/04/2015;05/2020;1630673,9480936879
ECO050;ARAGUARI I;2017;Minas Gerais;BR-050/MG;13,730;Principal;CrescenteDecrescente;Araguari;Sul/Norte;-18,537594;-48,045546;12/04/2015;05/2020;2678319,4255267084
ECO050;ARAGUARI II;2017;Minas Gerais;BR-050/MG;51,500;Principal;CrescenteDecrescente;Araguari;Sul/Norte;-18,749143;-48,234378;14/04/2015;05/2020;3799505,801211372
ECO050;DELTA;2017;Minas Gerais;BR-050/MG;198,060;Principal;CrescenteDecrescente;Delta;Sul/Norte;-19,914722;-47,829868;18/04/2015;05/2020;4612459,493675719
ECO050;UBERABA;2017;Minas Gerais;BR-050/MG;104,900;Principal;CrescenteDecrescente;Uberaba;Sul/Norte;-19,180063;-48,157641;12/04/2015;05/2020;4171310,3983712145
CONCEBRA;P1 ALEXÂNIA;2017;Goiás;BR-060/GO;43,100;Principal;CrescenteDecrescente;Alexânia;Sul/Norte;-16,115707;-48,589240;27/07/2015;05/2020;3000347,306364486
CONCEBRA;P2 GOIANÁPOLIS;2017;Goiás;BR-060/GO;107,900;Principal;CrescenteDecrescente;Goianápolis;Sul/Norte;-16,438631;-49,019137;27/07/2015;05/2020;5504182,801095944
CONCEBRA;P3 PROF JAMIL;2017;Goiás;BR-153/GO;553,100;Principal;CrescenteDecrescente;Piracanjuba;Sul/Norte;-17,163180;-49,212582;27/07/2015;05/2020;3531176,0238972628
CONCEBRA;P4 ITUMBIARA;2017;Goiás;BR-153/GO;685,800;Principal;CrescenteDecrescente;Itumbiara;Sul/Norte;-18,268544;-49,245811;27/07/2015;05/2020;3344393,3955436326
CONCEBRA;P5 PRATA;2017;Minas Gerais;BR-153/MG;127,900;Principal;CrescenteDecrescente;Prata;Sul/Norte;-19,471586;-48,871046;27/07/2015;05/2020;3293744,338908861
CONCEBRA;P6 FRONTEIRA;2017;Minas Gerais;BR-153/MG;227,900;Principal;CrescenteDecrescente;Fronteira;Sul/Norte;-20,142521;-49,110488;27/07/2015;05/2020;1768825,5835189645
CONCEBRA;P7 FLORESTAL;2017;Minas Gerais;BR-262/MG;389,400;Principal;CrescenteDecrescente;Florestal;Oeste/Leste;-19,909615;-44,506725;27/07/2015;05/2020;2821999,04795836
CONCEBRA;P8 LUZ;2017;Minas Gerais;BR-262/MG;512,850;Principal;CrescenteDecrescente;Luz;Oeste/Leste;-19,788259;-45,584630;27/07/2015;05/2020;1901658,4555310209
CONCEBRA;P9 CAMPOS ALTOS;2017;Minas Gerais;BR-262/MG;600,800;Principal;CrescenteDecrescente;Campos Altos;Oeste/Leste;-19,647341;-46,240088;27/07/2015;05/2020;1903017,9650414044
CONCEBRA;P10 PERDIZES;2017;Minas Gerais;BR-262/MG;736,900;Principal;CrescenteDecrescente;Perdizes;Oeste/Leste;-19,617614;-47,346547;27/07/2015;05/2020;1306941,809315425
CONCEBRA;P11 CAMPO FLORIDO;2017;Minas Gerais;BR-262/MG;863,500;Principal;CrescenteDecrescente;Conceição das Alagoas;Oeste/Leste;-19,776951;-48,458219;27/07/2015;05/2020;533540,9728246367
CRO;P1;2016;Mato Grosso;BR-163/MT;33,600;Principal;CrescenteDecrescente;Itiquira;Norte/Sul;-17,219391;-54,758685;06/09/2015;05/2020;1622287,381656823
CRO;P7;2016;Mato Grosso;BR-163/MT;586,900;Principal;CrescenteDecrescente;Nova Mutum;Norte/Sul;-13,919520;-56,093419;06/09/2015;05/2020;3873542,7996745524
CRO;P8;2016;Mato Grosso;BR-163/MT;664,450;Principal;CrescenteDecrescente;Lucas do Rio Verde;Norte/Sul;-13,265990;-56,022777;06/09/2015;05/2020;3493599,374766977
CRO;P9;2016;Mato Grosso;BR-163/MT;766,700;Principal;CrescenteDecrescente;Sorriso;Norte/Sul;-12,441635;-55,653798;06/09/2015;05/2020;3172968,1200594087
CRO;P2;2016;Mato Grosso;BR-364/MT;214,400;Principal;CrescenteDecrescente;Rondonópolis;Norte/Sul;-16,393565;-54,714281;06/09/2015;05/2020;5526775,453644743
CRO;P3;2016;Mato Grosso;BR-364/MT;316,550;Principal;CrescenteDecrescente;Campo Verde;Norte/Sul;-15,812126;-55,309470;06/09/2015;05/2020;4920991,280757526
CRO;P4;2016;Mato Grosso;BR-364/MT;383,100;Principal;CrescenteDecrescente;Cuiabá;Norte/Sul;-15,702041;-55,829527;06/09/2015;05/2020;5775412,950494616
CRO;P5;2016;Mato Grosso;BR-364/MT;479,100;Principal;CrescenteDecrescente;Jangada;Norte/Sul;-15,349875;-56,415628;26/09/2015;05/2020;4336235,555465494
CRO;P6;2016;Mato Grosso;BR-364/MT;579,100;Principal;CrescenteDecrescente;Nobres;Norte/Sul;-14,599728;-56,240858;06/09/2015;05/2020;4891969,633479855
MSVIA;P1-Mundo Novo;2014;Mato Grosso do Sul;BR-163/MS;28,200;Principal;CrescenteDecrescente;Mundo Novo;Norte/Sul;-23,865169;-54,329788;14/09/2015;05/2020;2156638,2016144996
MSVIA;P2-Itaquirai;2014;Mato Grosso do Sul;BR-163/MS;113,000;Principal;CrescenteDecrescente;Itaquiraí;Norte/Sul;-23,167432;-54,198970;14/09/2015;05/2020;2432693,240265429
MSVIA;P3-Caarapó;2014;Mato Grosso do Sul;BR-163/MS;228,200;Principal;CrescenteDecrescente;Caarapó;Norte/Sul;-22,476042;-54,860799;14/09/2015;05/2020;2195805,970148018
MSVIA;P4-Rio Brilhante;2014;Mato Grosso do Sul;BR-163/MS;313,500;Principal;CrescenteDecrescente;Rio Brilhante;Norte/Sul;-21,865146;-54,528504;14/09/2015;05/2020;1764822,184099832
MSVIA;P5-Campo Grande;2014;Mato Grosso do Sul;BR-163/MS;431,800;Principal;CrescenteDecrescente;Campo Grande;Norte/Sul;-20,882783;-54,504644;14/09/2015;05/2020;2682260,9601687505
MSVIA;P6-Jaraguari;2014;Mato Grosso do Sul;BR-163/MS;535,200;Principal;CrescenteDecrescente;Bandeirantes;Norte/Sul;-20,040780;-54,412778;14/09/2015;05/2020;3331490,108337398
MSVIA;P7-São Gabriel;2014;Mato Grosso do Sul;BR-163/MS;605,000;Principal;CrescenteDecrescente;São Gabriel do Oeste;Norte/Sul;-19,473376;-54,496991;14/09/2015;05/2020;2750913,244672001
MSVIA;P8-Rio Verde;2014;Mato Grosso do Sul;BR-163/MS;704,300;Principal;CrescenteDecrescente;Rio Verde de Mato Grosso;Norte/Sul;-18,722782;-54,814951;14/09/2015;05/2020;2041344,9172623458
MSVIA;P9-Sonora;2014;Mato Grosso do Sul;BR-163/MS;819,200;Principal;CrescenteDecrescente;Sonora;Norte/Sul;-17,766671;-54,750815;14/09/2015;05/2020;2219770,373431728
ECOPONTE;NITEROÍ-1;2017;Rio de Janeiro;BR-101/RJ;322,230;Principal;Decrescente;Rio de Janeiro;Norte;-22,877944;-43,115734;01/06/2015;05/2020;6078948,17
VIA 040;P1 - Cristalina;2010;Goiás;BR-040/GO;93,275;Principal;CrescenteDecrescente;Cristalina;Sul/Norte;-16,738900;-47,617540;30/07/2015;05/2020;2086596,0215296135
VIA 040;P10 - Lafaiete;2010;Minas Gerais;BR-040/MG;642,850;Principal;CrescenteDecrescente;Conselheiro Lafaiete;Sul/Norte;-20,767020;-43,806680;23/08/2015;05/2020;2520661,6308597317
VIA 040;P11 - Barbacena;2010;Minas Gerais;BR-040/MG;714,100;Principal;CrescenteDecrescente;Barbacena;Sul/Norte;-21,262710;-43,662240;23/08/2015;05/2020;2729456,1734913737
VIA 040;P2 - Paracatu;2010;Minas Gerais;BR-040/MG;17,650;Principal;CrescenteDecrescente;Paracatu;Sul/Norte;-17,098310;-47,026240;30/07/2015;05/2020;1410462,0395496998
VIA 040;P3 - Lagoa Grande;2010;Minas Gerais;BR-040/MG;91,295;Principal;CrescenteDecrescente;Lagoa Grande;Sul/Norte;-17,505980;-46,564650;30/07/2015;05/2020;1524588,8109983092
VIA 040;P4 - João Pinheiro;2010;Minas Gerais;BR-040/MG;172,985;Principal;CrescenteDecrescente;João Pinheiro;Sul/Norte;-17,945770;-46,034250;30/07/2015;05/2020;1486537,716882258
VIA 040;P5 - São Gonçalo do Abaeté;2010;Minas Gerais;BR-040/MG;254,100;Principal;CrescenteDecrescente;São Gonçalo do Abaeté;Sul/Norte;-18,132650;-45,408170;30/07/2015;05/2020;1216187,5165985154
VIA 040;P6 - Felixlândia;2010;Minas Gerais;BR-040/MG;328,705;Principal;CrescenteDecrescente;Felixlândia;Sul/Norte;-18,565400;-45,021160;30/07/2015;05/2020;1487852,6574996593
VIA 040;P7 - Curvelo;2010;Minas Gerais;BR-040/MG;405,353;Principal;CrescenteDecrescente;Curvelo;Sul/Norte;-19,079300;-44,654950;30/07/2015;05/2020;1585028,359779591
VIA 040;P8 - Capim Branco;2010;Minas Gerais;BR-040/MG;487,341;Principal;CrescenteDecrescente;Capim Branco;Sul/Norte;-19,601210;-44,221960;30/07/2015;05/2020;6236479,68170942
VIA 040;P9 - Itabirito;2010;Minas Gerais;BR-040/MG;577,200;Principal;CrescenteDecrescente;Itabirito;Sul/Norte;-20,272880;-43,951120;23/08/2015;05/2020;5299534,121101833
VIA SUL;P2-Santo Antônio da Patrulha;2017;Rio Grande do Sul;BR-290/RS;19,400;Principal;CrescenteDecrescente;Santo Antônio da Patrulha;Oeste/Leste;-29,885897;-50,448964;15/02/2019;05/2020;4627351,149991151
VIA SUL;P3-Gravatai;2017;Rio Grande do Sul;BR-290/RS;77,400;Principal;CrescenteDecrescente;Gravataí;Oeste/Leste;-29,955029;-51,031282;15/02/2019;05/2020;2826140,008240182
VIA SUL;P1-Três Cachoeiras;2019;Rio Grande do Sul;BR-101/RS;35,200;Principal;CrescenteDecrescente;Três Cachoeiras;Norte;-29,520461;-49,996581;05/06/2020;05/2020;7213149,420179908
VIA SUL;P4-Montenegro;2019;Rio Grande do Sul;BR-386/RS;426,000;Principal;CrescenteDecrescente;Montenegro;Norte;-29,819760;-51,360405;05/06/2020;05/2020;5315347,896869935
VIA SUL;P5-Paverama;2019;Rio Grande do Sul;BR-386/RS;375,800;Principal;CrescenteDecrescente;Paverama;Norte;-29,626833;-51,775773;05/06/2020;05/2020;3286590,9067250313
VIA SUL;P6-Fontoura Xavier;2019;Rio Grande do Sul;BR-386/RS;262,700;Principal;CrescenteDecrescente;Fontoura Xavier;Norte;-28,905316;-52,396797;05/06/2020;05/2020;2185378,068527222
VIA SUL;P7-Victor Graeff;2019;Rio Grande do Sul;BR-386/RS;204,400;Principal;CrescenteDecrescente;Victor Graeff;Norte;-28,502039;-52,644709;05/06/2020;05/2020;1043183,2494665731
NOVADUTRA;Itatiaia;1998;Rio de Janeiro;BR-116/RJ;318,900;Principal;CrescenteDecrescente;Itatiaia;Sul/Norte;-22,494913;-44,569597;01/08/1996;06/2020;1293737,5
NOVADUTRA;Viúva Graça;1998;Rio de Janeiro;BR-116/RJ;207,100;Principal;CrescenteDecrescente;Seropédica;Sul/Norte;-22,716155;-43,716697;01/08/1996;06/2020;1093151,5
NOVADUTRA;Viuvinha;1998;Rio de Janeiro;BR-116/RJ;208,600;Principal;CrescenteDecrescente;Seropédica;Sul/Norte;-22,715133;-43,730239;01/12/2009;06/2020;180171,5
NOVADUTRA;Guararema Sul;1998;São Paulo;BR-116/SP;180,800;Principal;Crescente;Guararema;Sul;-23,338823;-46,150096;01/08/1996;06/2020;759910
NOVADUTRA;Jacareí;1998;São Paulo;BR-116/SP;165,200;Principal;CrescenteDecrescente;Jacareí;Sul/Norte;-23,296531;-46,007208;15/08/2001;06/2020;2461874
NOVADUTRA;Jacareí Cab. Bloq.;1998;São Paulo;BR-116/SP;167,150;Principal;CrescenteDecrescente;Jacareí;Sul/Norte;-23,302445;-46,025038;15/08/2001;06/2020;0
NOVADUTRA;Moreira César;1998;São Paulo;BR-116/SP;86,850;Principal;CrescenteDecrescente;Pindamonhangaba;Sul/Norte;-22,930143;-45,360888;01/08/1996;06/2020;1550742
NOVADUTRA;Arujá;1998;São Paulo;BR-116/SP;204,700;Principal;CrescenteDecrescente;Arujá;Sul/Norte;-23,413055;-46,361079;08/10/1998;06/2020;2213117
NOVADUTRA;Arujá Rodoanel;1998;São Paulo;BR-116/SP;205,050;Principal;Decrescente;Arujá;Norte;-23,415697;-46,365118;09/07/2015;06/2020;169097
NOVADUTRA;Guararema Norte;1998;São Paulo;BR-116/SP;182,000;Principal;Decrescente;Santa Isabel;Norte;-23,346646;-46,164627;27/03/2011;06/2020;759910
CONCER;P1;2016;Rio de Janeiro;BR-040/RJ;102,000;Principal;CrescenteDecrescente;Duque de Caxias;Norte/Sul;-22,609965;-43,285552;02/06/2020;06/2020;7308691,87792291
CONCER;P2;2016;Rio de Janeiro;BR-040/RJ;45,500;Principal;CrescenteDecrescente;Areal;Norte/Sul;-22,284389;-43,120269;02/06/2020;06/2020;4791233,8603698565
CONCER;P3;2016;Minas Gerais;BR-040/MG;816,700;Principal;CrescenteDecrescente;Simão Pereira;Norte/Sul;-21,928252;-43,316282;02/06/2020;06/2020;4902078,261707232
CRT;PA1 Santo Aleixo;2017;Rio de Janeiro;BR-116/RJ;114,500;Principal;CrescenteDecrescente;Magé;Sul/Norte;-22,610815;-43,032112;09/12/1996;06/2020;434510,70356146723
CRT;PA2 Santa Guilhermina;2017;Rio de Janeiro;BR-116/RJ;122,000;Principal;CrescenteDecrescente;Magé;Sul/Norte;-22,657363;-43,086196;09/12/1996;06/2020;495197,42384342727
CRT;PN1 Eng. Pierre Berman;2017;Rio de Janeiro;BR-116/RJ;133,500;Principal;CrescenteDecrescente;Magé;Sul/Norte;-22,647307;-43,187968;02/09/1996;06/2020;14590475,272595108
ECOSUL;Praça Cristal;1996;Rio Grande do Sul;BR-116/RS;430,800;Principal;CrescenteDecrescente;Cristal;Sul/Norte;-31,026386;-52,049430;20/04/2001;06/2020;4876831,024758704
ECOSUL;Praça Pavão;1996;Rio Grande do Sul;BR-116/RS;541,200;Principal;CrescenteDecrescente;Capão do Leão;Sul/Norte;-31,820075;-52,526711;01/03/2002;06/2020;1585277,656435683
ECOSUL;Praça Retiro;1996;Rio Grande do Sul;BR-116/RS;510,700;Principal;CrescenteDecrescente;Pelotas;Sul/Norte;-31,625261;-52,318116;04/03/2001;06/2020;5327672,756418811
ECOSUL;Praça Capão Seco;1996;Rio Grande do Sul;BR-392/RS;52,300;Principal;CrescenteDecrescente;Rio Grande;Norte/Sul;-31,851958;-52,326177;04/03/2001;06/2020;11861000,302576926
ECOSUL;Praça Glória;1996;Rio Grande do Sul;BR-392/RS;111,400;Principal;CrescenteDecrescente;Canguçu;Norte/Sul;-31,449786;-52,640644;01/03/2002;06/2020;5361316,679809875
AUTOPISTA PLANALTO SUL;RIO NEGRO;2017;Paraná;BR-116/PR;204,100;Principal;CrescenteDecrescente;Rio Negro;Sul/Norte;-26,070580;-49,739911;04/02/2009;06/2020;2850592,02605822
AUTOPISTA PLANALTO SUL;FAZENDA RIO GRANDE;2017;Paraná;BR-116/PR;134,400;Principal;CrescenteDecrescente;Fazenda Rio Grande;Sul/Norte;-25,713458;-49,318037;22/02/2009;06/2020;4603514,26056219
AUTOPISTA PLANALTO SUL;MONTE CASTELO;2017;Santa Catarina;BR-116/SC;81,600;Principal;CrescenteDecrescente;Monte Castelo;Sul/Norte;-26,570363;-50,221795;04/02/2009;06/2020;2364272,8166062185
AUTOPISTA PLANALTO SUL;SANTA CECÍLIA;2017;Santa Catarina;BR-116/SC;152,000;Principal;CrescenteDecrescente;Santa Cecília;Sul/Norte;-27,010584;-50,428716;18/01/2009;06/2020;2025244,0861467049
AUTOPISTA PLANALTO SUL;CORREIA PINTO;2017;Santa Catarina;BR-116/SC;233,160;Principal;CrescenteDecrescente;Correia Pinto;Sul/Norte;-27,010584;-50,374335;18/02/2008;06/2020;1995208,380626668
AUTOPISTA LITORAL SUL;P1;2009;Paraná;BR-376/PR;635,300;Principal;CrescenteDecrescente;São José dos Pinhais;Sul/Norte;-25,747708;-49,129655;22/02/2009;06/2020;5230308,757946652
AUTOPISTA LITORAL SUL;P2;2009;Santa Catarina;BR-101/SC;1,350;Principal;CrescenteDecrescente;Garuva;Sul/Norte;-25,991898;-48,881469;22/02/2009;06/2020;4913206,878185169
AUTOPISTA LITORAL SUL;P3;2009;Santa Catarina;BR-101/SC;79,300;Principal;CrescenteDecrescente;Araquari;Sul/Norte;-26,591635;-48,722079;04/06/2009;06/2020;5709106,759072928
AUTOPISTA LITORAL SUL;P4;2009;Santa Catarina;BR-101/SC;157,400;Principal;CrescenteDecrescente;Porto Belo;Sul/Norte;-27,185065;-48,612362;12/05/2009;06/2020;5899589,133133948
AUTOPISTA LITORAL SUL;P5;2009;Santa Catarina;BR-101/SC;242,800;Principal;CrescenteDecrescente;Palhoça;Sul/Norte;-27,885105;-48,647677;20/06/2009;06/2020;3852202,5216613035
AUTOPISTA REGIS BITTENCOURT;Campina Grande do Sul;2017;Paraná;BR-116/PR;57,100;Principal;CrescenteDecrescente;Campina Grande do Sul;Sul/Norte;-25,289252;-48,933841;10/03/2009;06/2020;5305527,547060119
AUTOPISTA REGIS BITTENCOURT;São Lourenço da Serra;2017;São Paulo;BR-116/SP;298,800;Principal;CrescenteDecrescente;São Lourenço da Serra;Sul/Norte;-23,787647;-46,913922;29/12/2008;06/2020;6103877,798198827
AUTOPISTA REGIS BITTENCOURT;Miracatu;2017;São Paulo;BR-116/SP;370,400;Principal;CrescenteDecrescente;Miracatu;Sul/Norte;-24,157869;-47,326280;23/03/2009;06/2020;5222804,652860223
AUTOPISTA REGIS BITTENCOURT;Juquiá;2017;São Paulo;BR-116/SP;426,600;Principal;CrescenteDecrescente;Juquiá;Sul/Norte;-24,389325;-47,722391;22/02/2009;06/2020;5696536,077910104
AUTOPISTA REGIS BITTENCOURT;Cajati;2017;São Paulo;BR-116/SP;485,700;Principal;CrescenteDecrescente;Cajati;Sul/Norte;-24,722483;-48,082580;29/12/2008;06/2020;5560235,868326976
AUTOPISTA REGIS BITTENCOURT;Barra do Turvo;2017;São Paulo;BR-116/SP;542,900;Principal;CrescenteDecrescente;Barra do Turvo;Sul/Norte;-24,964044;-48,412000;18/05/2009;06/2020;5084015,84564375
AUTOPISTA FLUMINENSE;Casimiro de Abreu;2019;Rio de Janeiro;BR-101/RJ;192,820;Principal;CrescenteDecrescente;Casimiro de Abreu;Sul/Norte;-22,476441;-42,088519;25/05/2009;06/2020;4049962,375886343
AUTOPISTA FLUMINENSE;Conselheiro Josino;2019;Rio de Janeiro;BR-101/RJ;40,500;Principal;CrescenteDecrescente;Campos dos Goytacazes;Sul/Norte;-21,552594;-41,331597;02/02/2009;06/2020;1991037,164268649
AUTOPISTA FLUMINENSE;Rio Bonito;2019;Rio de Janeiro;BR-101/RJ;252,850;Principal;CrescenteDecrescente;Rio Bonito;Sul/Norte;-22,687469;-42,539855;25/05/2009;06/2020;3925301,5552259805
AUTOPISTA FLUMINENSE;São Gonçalo;2019;Rio de Janeiro;BR-101/RJ;299,690;Principal;Crescente;São Gonçalo;Sul;-22,774713;-42,945500;10/02/2009;06/2020;4151005,1966823786
AUTOPISTA FLUMINENSE;Serrinha;2019;Rio de Janeiro;BR-101/RJ;123,070;Principal;CrescenteDecrescente;Campos dos Goytacazes;Sul/Norte;-22,049750;-41,685157;09/02/2009;06/2020;3187957,0579366507
TRANSBRASILIANA;P 01;2015;São Paulo;BR-153/SP;35,800;Principal;CrescenteDecrescente;Onda Verde;Sul/Norte;-20,588611;-49,318055;18/12/2008;06/2020;3052903,592381237
TRANSBRASILIANA;P 02;2015;São Paulo;BR-153/SP;98,900;Principal;CrescenteDecrescente;José Bonifácio;Sul/Norte;-20,997500;-49,628333;18/12/2008;06/2020;3246269,834412559
TRANSBRASILIANA;P 03;2015;São Paulo;BR-153/SP;183,800;Principal;CrescenteDecrescente;Lins;Sul/Norte;-21,710555;-49,808611;18/12/2008;06/2020;1830623,482236441
TRANSBRASILIANA;P 04;2015;São Paulo;BR-153/SP;268,100;Principal;CrescenteDecrescente;Vera Cruz;Sul/Norte;-22,336311;-49,898833;24/12/2008;06/2020;1564799,6909697622
RODOVIA DO AÇO;SAPUCAIA;2016;Rio de Janeiro;BR-393/RJ;125,700;Principal;CrescenteDecrescente;Sapucaia;Sul/Norte;-21,962326;-42,861675;30/04/2009;06/2020;2058606,1933121965
RODOVIA DO AÇO;BARRA DA PIRAI;2016;Rio de Janeiro;BR-393/RJ;265,200;Principal;CrescenteDecrescente;Barra do Piraí;Sul/Norte;-22,485435;-43,919084;06/07/2009;06/2020;3132812,4702539393
RODOVIA DO AÇO;PARAÍBA DO SUL;2016;Rio de Janeiro;BR-393/RJ;195,200;Principal;CrescenteDecrescente;Paraíba do Sul;Sul/Norte;-22,208911;-43,382139;05/03/2009;06/2020;2409723,836433864
AUTOPISTA FERNÃO DIAS;3 (Cambuí);2007;Minas Gerais;BR-381/MG;900,900;Principal;CrescenteDecrescente;Cambuí;Sul/Norte;-22,628487;-46,077890;23/03/2009;06/2020;3312898,6606415017
AUTOPISTA FERNÃO DIAS;4 (São Gonçalo);2007;Minas Gerais;BR-381/MG;805,200;Principal;CrescenteDecrescente;São Gonçalo do Sapucaí;Sul/Norte;-21,970441;-45,631188;18/02/2009;06/2020;3070863,8124451456
AUTOPISTA FERNÃO DIAS;5 (Carmo da Cachoeira);2007;Minas Gerais;BR-381/MG;735,500;Principal;CrescenteDecrescente;Carmo da Cachoeira;Sul/Norte;-21,545700;-45,240203;10/03/2009;06/2020;2928873,435396479
AUTOPISTA FERNÃO DIAS;6 (Santo Antônio do Amparo);2007;Minas Gerais;BR-381/MG;658,300;Principal;CrescenteDecrescente;Santo Antônio do Amparo;Sul/Norte;-21,000367;-44,966967;10/03/2009;06/2020;2400440,8197853067
AUTOPISTA FERNÃO DIAS;7 (Carmópolis de Minas);2007;Minas Gerais;BR-381/MG;597,700;Principal;CrescenteDecrescente;Carmópolis de Minas;Sul/Norte;-20,591486;-44,701506;10/03/2009;06/2020;2387189,099583607
AUTOPISTA FERNÃO DIAS;8 (Itatiaiuçu);2007;Minas Gerais;BR-381/MG;545,900;Principal;CrescenteDecrescente;Rio Manso;Sul/Norte;-20,268346;-44,423711;10/03/2009;06/2020;2762069,4346144293
AUTOPISTA FERNÃO DIAS;1 Sul (Mairiporã);2007;São Paulo;BR-381/SP;66,600;Principal;Crescente;Mairiporã;Sul;-23,330558;-46,578337;09/09/2010;06/2020;5614185,694381503
AUTOPISTA FERNÃO DIAS;2 (Vargem);2007;São Paulo;BR-381/SP;7,300;Principal;CrescenteDecrescente;Vargem;Sul/Norte;-22,908685;-46,424877;09/01/2009;06/2020;4221736,21315203
AUTOPISTA FERNÃO DIAS;1 Norte - Defasada (Mairiporã);2007;São Paulo;BR-381/SP;67,800;Principal;Decrescente;Mairiporã;Norte;-23,341210;-46,573664;08/03/2014;06/2020;0
AUTOPISTA FERNÃO DIAS;1 Norte (Mairiporã);2007;São Paulo;BR-381/SP;65,700;Principal;Decrescente;Mairiporã;Norte;-23,322298;-46,581097;09/09/2010;06/2020;0
VIA BAHIA;Praça 3;2003;Bahia;BR-116/BA;482,138;Principal;CrescenteDecrescente;Rafael Jambeiro;Sul/Norte;-12,531931;-39,415020;07/12/2010;06/2020;4248850,421116728
VIA BAHIA;Praça 4;2003;Bahia;BR-116/BA;566,405;Principal;CrescenteDecrescente;Brejões;Sul/Norte;-13,008714;-39,957042;07/12/2010;06/2020;2796038,436585454
VIA BAHIA;Praça 5;2003;Bahia;BR-116/BA;698,410;Principal;CrescenteDecrescente;Jequié;Sul/Norte;-14,055969;-40,204450;07/12/2010;06/2020;2633076,705819629
VIA BAHIA;Praça 6;2003;Bahia;BR-116/BA;773,819;Principal;CrescenteDecrescente;Planalto;Sul/Norte;-14,646178;-40,455782;07/12/2010;06/2020;2733791,5072105355
VIA BAHIA;Praça 7;2003;Bahia;BR-116/BA;873,499;Principal;CrescenteDecrescente;Vitória da Conquista;Sul/Norte;-15,232323;-41,100949;07/12/2010;06/2020;2634564,0508791776
VIA BAHIA;Praça 1;2003;Bahia;BR-324/BA;597,728;Principal;CrescenteDecrescente;Simões Filho;Leste/Oeste;-12,751276;-38,431540;31/07/2011;06/2020;5780257,821615392
VIA BAHIA;Praça 2;2003;Bahia;BR-324/BA;551,094;Principal;CrescenteDecrescente;Amélia Rodrigues;Leste/Oeste;-12,451647;-38,708421;28/12/2010;06/2020;5489983,456773083
ECO101 CONCESSIONARIA DE RODOVIAS S/A;P1 - Pedro Canário;2015;Espírito Santo;BR-101/ES;0,800;Principal;CrescenteDecrescente;Pedro Canário;Sul/Norte;-18,184740;-39,922082;18/05/2014;06/2020;847610,8872532492
ECO101 CONCESSIONARIA DE RODOVIAS S/A;P2 - São Mateus;2015;Espírito Santo;BR-101/ES;85,800;Principal;CrescenteDecrescente;São Mateus;Sul/Norte;-18,863973;-39,938669;18/05/2014;06/2020;1250077,941521806
ECO101 CONCESSIONARIA DE RODOVIAS S/A;P3 - Aracruz;2015;Espírito Santo;BR-101/ES;171,700;Principal;CrescenteDecrescente;Aracruz;Sul/Norte;-19,563047;-40,177583;18/05/2014;06/2020;1702062,884890127
ECO101 CONCESSIONARIA DE RODOVIAS S/A;P4 - Serra;2015;Espírito Santo;BR-101/ES;242,000;Principal;CrescenteDecrescente;Serra;Sul/Norte;-20,032325;-40,396639;18/05/2014;06/2020;2822602,425712675
